latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
-1.99566,-79.75097,332.87,0.38,0.36,2024-06-25,1846,N,VIIRS,n,2,295.21,3.01,D,0
-1.88039,-79.87881,331.88,0.38,0.36,2024-06-25,1846,N,VIIRS,n,2,294.94,2.17,D,0
-1.92772,-80.02805,332.41,0.57,0.43,2024-06-26,1827,N,VIIRS,n,2,292.68,3.37,D,0
-1.86247,-80.01409,348.93,0.56,0.43,2024-06-26,1827,N,VIIRS,n,2,291.26,10.85,D,0
-2.02094,-79.79518,338.74,0.55,0.43,2024-06-26,1827,N,VIIRS,n,2,290.64,6.17,D,0
-2.05328,-79.94682,332.07,0.39,0.59,2024-06-27,1808,N,VIIRS,n,2,291.11,3.42,D,0
-1.89248,-80.00433,329.97,0.62,0.54,2024-07-04,1917,N,VIIRS,n,2,288.85,5.9,D,0
-1.88661,-79.99949,329.49,0.62,0.54,2024-07-04,1917,N,VIIRS,n,2,288.46,5.9,D,0
-2.10074,-79.7517,336.82,0.48,0.4,2024-07-05,1858,N,VIIRS,n,2,293.93,8.2,D,0
-2.10444,-79.75114,333.65,0.48,0.4,2024-07-05,1858,N,VIIRS,n,2,294.8,5.44,D,0
-1.89497,-80.00485,338.1,0.4,0.37,2024-07-06,1840,N,VIIRS,n,2,298.68,5.57,D,0
-1.92321,-80.0966,348.32,0.41,0.37,2024-07-16,1852,N,VIIRS,n,2,304.04,5.48,D,0
-1.91979,-80.09711,336.02,0.41,0.37,2024-07-16,1852,N,VIIRS,n,2,301.37,5.61,D,0
-1.90054,-80.04017,331.19,0.41,0.37,2024-07-16,1852,N,VIIRS,n,2,300.9,2.43,D,0
-1.89712,-80.04068,336.53,0.41,0.37,2024-07-16,1852,N,VIIRS,n,2,302.09,4.87,D,0
-2.0416,-80.05501,350.14,0.46,0.39,2024-07-17,1834,N,VIIRS,n,2,297.24,10.23,D,0
-1.93327,-79.93193,339.04,0.45,0.39,2024-07-17,1834,N,VIIRS,n,2,297.7,9.28,D,0
-1.93472,-79.99018,336.52,0.46,0.39,2024-07-17,1834,N,VIIRS,n,2,297.66,3.57,D,0
-2.07113,-80.00872,341.81,0.6,0.53,2024-07-18,1815,N,VIIRS,n,2,278.43,8.83,D,0
-2.0694,-80.01125,344.57,0.6,0.53,2024-07-18,1815,N,VIIRS,n,2,280.16,10.11,D,0
-2.03237,-79.98046,331.88,0.47,0.4,2024-07-21,1859,N,VIIRS,n,2,297.11,4.17,D,0
-1.97425,-79.77702,346.56,0.49,0.4,2024-07-21,1859,N,VIIRS,n,2,297.81,11.04,D,0
-1.97053,-79.77759,334.97,0.49,0.4,2024-07-21,1859,N,VIIRS,n,2,296.41,5.65,D,0
-1.95034,-79.93055,336.62,0.48,0.4,2024-07-21,1859,N,VIIRS,n,2,297.18,4.56,D,0
-1.95388,-79.9783,332.24,0.47,0.4,2024-07-21,1859,N,VIIRS,n,2,296.98,3.7,D,0
-1.95021,-79.97885,332.2,0.47,0.4,2024-07-21,1859,N,VIIRS,n,2,296.07,3.7,D,0
-1.90642,-80.05952,335.7,0.47,0.4,2024-07-21,1859,N,VIIRS,n,2,299.09,1.87,D,0
-1.86724,-79.96883,335.01,0.48,0.4,2024-07-21,1859,N,VIIRS,n,2,297.75,4.06,D,0
-1.8593,-80.04001,338.66,0.47,0.4,2024-07-21,1859,N,VIIRS,n,2,301.07,7.21,D,0
-1.86255,-80.06128,334.12,0.47,0.4,2024-07-21,1859,N,VIIRS,n,2,297.52,2.3,D,0
-2.30146,-80.04684,342.06,0.4,0.37,2024-07-22,1840,N,VIIRS,n,2,302.23,4.87,D,0
-2.29806,-80.04735,335.69,0.4,0.37,2024-07-22,1840,N,VIIRS,n,2,298.94,2.76,D,0
-2.28453,-80.0535,332.14,0.4,0.37,2024-07-22,1840,N,VIIRS,l,2,302.61,2.76,D,0
-2.22281,-80.05901,330.13,0.4,0.37,2024-07-22,1840,N,VIIRS,l,2,302.07,5.33,D,0
-2.22335,-80.06261,355.63,0.4,0.37,2024-07-22,1840,N,VIIRS,n,2,306.48,22.49,D,0
-2.07083,-79.78815,330.32,0.4,0.37,2024-07-22,1840,N,VIIRS,n,2,296.37,2.05,D,0
-2.0661,-80.01616,334.79,0.4,0.37,2024-07-22,1840,N,VIIRS,n,2,300.57,3.8,D,0
-2.06271,-80.01666,335.98,0.4,0.37,2024-07-22,1840,N,VIIRS,n,2,297.73,3.8,D,0
-1.96956,-79.78914,333.53,0.4,0.37,2024-07-22,1840,N,VIIRS,n,2,298.52,3.71,D,0
-1.97621,-79.87924,335.39,0.4,0.37,2024-07-22,1840,N,VIIRS,n,2,298.81,3.02,D,0
-1.97674,-79.8828,330.98,0.4,0.37,2024-07-22,1840,N,VIIRS,n,2,299.02,3.02,D,0
-1.97197,-79.92007,342.38,0.4,0.37,2024-07-22,1840,N,VIIRS,n,2,298.67,5.76,D,0
-1.974,-80.02618,333.36,0.4,0.37,2024-07-22,1840,N,VIIRS,n,2,299.5,0.93,D,0
-1.89093,-80.0759,335.74,0.4,0.37,2024-07-22,1840,N,VIIRS,n,2,301.83,1.5,D,0
-2.2876,-80.0414,342.62,0.47,0.48,2024-07-23,1821,N,VIIRS,n,2,297.81,7.59,D,0
-2.10387,-80.00881,340.32,0.47,0.47,2024-07-23,1821,N,VIIRS,n,2,296.93,7.95,D,0
-1.90394,-80.01994,336.36,0.46,0.47,2024-07-23,1821,N,VIIRS,n,2,296.73,4.64,D,0
-2.17896,-80.04165,308.35,0.41,0.37,2024-07-30,651,N,VIIRS,n,2,290.24,1.0,N,2
-2.17552,-80.04125,302.93,0.41,0.37,2024-07-30,651,N,VIIRS,n,2,289.91,0.61,N,2
-2.01091,-79.79777,337.07,0.51,0.49,2024-07-31,1911,N,VIIRS,n,2,295.24,5.01,D,0
-2.09174,-79.98479,341.87,0.49,0.49,2024-07-31,1911,N,VIIRS,n,2,291.41,12.61,D,0
-1.89895,-79.98038,330.11,0.5,0.49,2024-07-31,1912,N,VIIRS,n,2,293.4,3.54,D,0
-2.01089,-79.79706,345.72,0.51,0.49,2024-07-31,1912,N,VIIRS,n,2,296.18,6.84,D,0
-1.97328,-80.00217,335.14,0.49,0.49,2024-07-31,1912,N,VIIRS,n,2,293.15,3.63,D,0
-1.94312,-79.92868,337.08,0.5,0.49,2024-07-31,1912,N,VIIRS,n,2,292.33,3.15,D,0
-1.91831,-79.91859,331.07,0.5,0.49,2024-07-31,1912,N,VIIRS,n,2,294.1,3.93,D,0
-1.90998,-79.92447,344.27,0.5,0.49,2024-07-31,1912,N,VIIRS,n,2,294.82,7.33,D,0
-1.90866,-79.92356,347.37,0.5,0.49,2024-07-31,1912,N,VIIRS,n,2,294.7,10.38,D,0
-1.8915,-79.92973,332.95,0.41,0.37,2024-08-01,1853,N,VIIRS,n,2,294.68,1.36,D,0
-1.89444,-80.08082,330.27,0.41,0.37,2024-08-01,1853,N,VIIRS,l,2,302.55,1.75,D,0
-1.89102,-80.08133,334.52,0.41,0.37,2024-08-01,1853,N,VIIRS,n,2,301.56,1.75,D,0
-1.85991,-79.99182,330.37,0.41,0.37,2024-08-01,1853,N,VIIRS,n,2,298.38,2.3,D,0
-1.86041,-80.01817,346.79,0.41,0.37,2024-08-01,1853,N,VIIRS,n,2,300.26,11.6,D,0
-1.90412,-79.89745,340.15,0.41,0.37,2024-08-01,1853,N,VIIRS,n,2,299.01,3.72,D,0
-1.92187,-79.92136,333.96,0.41,0.37,2024-08-01,1853,N,VIIRS,n,2,296.57,3.81,D,0
-1.93842,-79.96056,332.91,0.41,0.37,2024-08-01,1853,N,VIIRS,n,2,296.89,2.09,D,0
-1.94185,-79.96004,331.73,0.41,0.37,2024-08-01,1853,N,VIIRS,n,2,295.32,2.09,D,0
-2.01784,-80.06886,352.13,0.41,0.37,2024-08-01,1853,N,VIIRS,n,2,300.9,7.35,D,0
-2.02126,-80.06834,343.89,0.41,0.37,2024-08-01,1853,N,VIIRS,n,2,299.68,4.18,D,0
-2.03046,-79.99166,336.12,0.41,0.37,2024-08-01,1853,N,VIIRS,n,2,297.25,2.38,D,0
-2.01341,-79.81209,330.93,0.42,0.37,2024-08-01,1853,N,VIIRS,n,2,293.95,1.82,D,0
-1.94129,-79.95634,332.47,0.41,0.37,2024-08-01,1853,N,VIIRS,n,2,297.23,6.76,D,0
-1.95159,-79.95479,339.95,0.41,0.37,2024-08-01,1853,N,VIIRS,n,2,297.75,4.39,D,0
-2.17725,-80.04308,312.78,0.4,0.37,2024-08-05,638,N,VIIRS,n,2,289.62,1.21,N,2
-1.94973,-79.91794,367.0,0.32,0.55,2024-08-05,1918,N,VIIRS,h,2,294.32,13.91,D,0
-1.96631,-79.89149,331.17,0.32,0.55,2024-08-05,1918,N,VIIRS,n,2,292.31,3.66,D,0
-1.95478,-79.78446,333.78,0.33,0.55,2024-08-05,1918,N,VIIRS,n,2,290.5,2.25,D,0
-1.95713,-79.78416,337.55,0.33,0.55,2024-08-05,1918,N,VIIRS,n,2,291.28,3.73,D,0
-1.96588,-79.77368,341.13,0.33,0.55,2024-08-05,1918,N,VIIRS,n,2,291.81,5.06,D,0
-1.96539,-79.7707,341.4,0.33,0.55,2024-08-05,1918,N,VIIRS,n,2,291.59,4.92,D,0
-2.30484,-80.03171,339.74,0.62,0.54,2024-08-05,1918,N,VIIRS,n,2,292.73,6.43,D,0
-2.30474,-80.0327,341.64,0.62,0.54,2024-08-05,1918,N,VIIRS,n,2,293.46,12.89,D,0
-2.29692,-80.08012,331.09,0.62,0.54,2024-08-05,1918,N,VIIRS,n,2,293.26,4.4,D,0
-1.99886,-79.78888,334.9,0.4,0.44,2024-08-11,1905,N,VIIRS,n,2,291.73,4.23,D,0
-2.07961,-79.80178,333.76,0.4,0.44,2024-08-11,1905,N,VIIRS,n,2,292.05,2.89,D,0
-1.85706,-79.89198,338.11,0.4,0.44,2024-08-11,1905,N,VIIRS,n,2,294.26,4.03,D,0
-1.85678,-79.96889,344.6,0.39,0.44,2024-08-11,1905,N,VIIRS,n,2,298.63,18.32,D,0
-1.85646,-79.966,338.77,0.39,0.44,2024-08-11,1905,N,VIIRS,n,2,295.33,8.97,D,0
-1.857,-79.96957,341.25,0.39,0.44,2024-08-11,1905,N,VIIRS,n,2,298.37,8.97,D,0
-1.9185,-79.93767,343.58,0.4,0.44,2024-08-11,1905,N,VIIRS,n,2,294.01,6.28,D,0
-1.92051,-79.97741,334.74,0.39,0.44,2024-08-11,1905,N,VIIRS,n,2,291.59,1.88,D,0
-2.00493,-80.00569,345.11,0.38,0.36,2024-08-12,1846,N,VIIRS,n,2,299.92,5.0,D,0
-1.90396,-79.9678,337.05,0.38,0.36,2024-08-12,1846,N,VIIRS,n,2,299.97,3.13,D,0
-1.98806,-79.78857,334.89,0.39,0.36,2024-08-12,1846,N,VIIRS,n,2,297.64,2.25,D,0
-2.08767,-79.9965,348.05,0.38,0.36,2024-08-12,1846,N,VIIRS,n,2,301.99,8.43,D,0
-2.12684,-80.01106,339.06,0.38,0.36,2024-08-12,1846,N,VIIRS,n,2,302.01,3.32,D,0
-2.12632,-80.00761,334.45,0.38,0.36,2024-08-12,1846,N,VIIRS,n,2,302.6,3.32,D,0
-2.10564,-79.75958,337.59,0.39,0.36,2024-08-12,1846,N,VIIRS,n,2,296.45,4.06,D,0
-1.9374,-79.94159,345.89,0.38,0.36,2024-08-12,1846,N,VIIRS,n,2,300.72,13.3,D,0
-1.95,-79.95738,336.23,0.38,0.36,2024-08-12,1846,N,VIIRS,n,2,298.27,4.07,D,0
-1.9383,-79.76799,336.02,0.39,0.36,2024-08-12,1846,N,VIIRS,n,2,296.61,8.43,D,0
-1.98206,-79.89954,342.71,0.38,0.36,2024-08-12,1846,N,VIIRS,n,2,298.39,5.52,D,0
-2.00161,-80.0062,344.87,0.38,0.36,2024-08-12,1846,N,VIIRS,n,2,297.81,12.01,D,0
-2.00545,-80.00915,334.34,0.38,0.36,2024-08-12,1846,N,VIIRS,n,2,298.95,5.0,D,0
-1.89455,-79.96996,331.29,0.38,0.36,2024-08-12,1847,N,VIIRS,n,2,297.23,1.35,D,0
-2.17842,-80.04156,303.42,0.41,0.37,2024-08-15,651,N,VIIRS,n,2,289.85,0.89,N,2
-2.01595,-79.85332,317.65,0.42,0.38,2024-08-15,651,N,VIIRS,n,2,290.65,1.39,N,0
-2.04898,-79.79418,341.19,0.54,0.68,2024-08-15,1930,N,VIIRS,n,2,290.28,8.6,D,0
-1.90025,-79.85105,329.41,0.53,0.67,2024-08-15,1930,N,VIIRS,n,2,289.48,3.7,D,0
-2.07812,-79.96729,301.78,0.45,0.39,2024-08-16,632,N,VIIRS,n,2,289.83,0.46,N,0
-2.10385,-80.08239,310.32,0.45,0.39,2024-08-16,632,N,VIIRS,n,2,289.35,0.9,N,0
-1.99975,-79.81496,335.5,0.51,0.49,2024-08-16,1912,N,VIIRS,n,2,290.15,2.73,D,0
-1.85608,-80.01273,339.51,0.41,0.37,2024-08-17,1853,N,VIIRS,n,2,301.64,3.94,D,0
-1.85264,-80.01325,338.26,0.41,0.37,2024-08-17,1853,N,VIIRS,n,2,298.7,3.94,D,0
-2.15807,-79.76333,340.69,0.44,0.39,2024-08-18,1834,N,VIIRS,n,2,300.29,5.44,D,0
-2.06453,-79.7646,334.7,0.44,0.39,2024-08-18,1834,N,VIIRS,n,2,300.37,3.87,D,0
-2.05803,-79.76962,330.85,0.44,0.39,2024-08-18,1834,N,VIIRS,n,2,298.81,3.48,D,0
-1.98997,-79.80003,333.85,0.44,0.39,2024-08-18,1834,N,VIIRS,n,2,301.06,10.98,D,0
-1.99469,-79.95521,331.21,0.45,0.39,2024-08-18,1834,N,VIIRS,n,2,300.13,1.76,D,0
-1.96069,-79.93455,334.96,0.45,0.39,2024-08-18,1834,N,VIIRS,n,2,299.47,2.83,D,0
-1.95711,-79.93508,336.85,0.45,0.39,2024-08-18,1834,N,VIIRS,n,2,299.85,2.83,D,0
-1.92459,-80.08531,346.46,0.46,0.39,2024-08-18,1834,N,VIIRS,n,2,303.24,4.88,D,0
-1.91857,-80.06947,332.39,0.45,0.39,2024-08-18,1834,N,VIIRS,n,2,301.46,2.52,D,0
-1.92099,-80.08585,335.99,0.46,0.39,2024-08-18,1834,N,VIIRS,n,2,300.76,4.88,D,0
-1.9727,-80.00004,349.91,0.59,0.53,2024-08-19,1815,N,VIIRS,n,2,295.74,12.87,D,0
-1.92358,-79.93688,342.94,0.58,0.52,2024-08-19,1815,N,VIIRS,n,2,296.18,8.14,D,0
-1.9539,-79.92915,338.81,0.48,0.4,2024-08-22,1859,N,VIIRS,n,2,295.72,5.4,D,0
-1.94919,-79.94758,336.27,0.48,0.4,2024-08-22,1859,N,VIIRS,n,2,294.9,3.12,D,0
-1.92065,-79.93417,333.95,0.48,0.4,2024-08-22,1859,N,VIIRS,n,2,294.69,3.58,D,0
-1.91701,-79.9474,346.11,0.46,0.47,2024-08-24,1821,N,VIIRS,n,2,294.22,6.56,D,0
-1.9623,-79.98292,335.31,0.46,0.47,2024-08-24,1821,N,VIIRS,n,2,294.48,3.5,D,0
-1.93807,-79.96957,346.54,0.46,0.47,2024-08-24,1821,N,VIIRS,n,2,293.25,6.43,D,0
-1.91549,-80.05778,333.39,0.46,0.47,2024-08-24,1821,N,VIIRS,n,2,295.84,2.56,D,0
-1.8877,-79.98965,339.09,0.46,0.47,2024-08-24,1821,N,VIIRS,n,2,290.57,2.09,D,0
-1.88323,-79.9351,344.79,0.45,0.47,2024-08-24,1821,N,VIIRS,n,2,294.25,7.14,D,0
-1.89145,-79.98853,344.14,0.46,0.47,2024-08-24,1821,N,VIIRS,n,2,294.8,4.05,D,0
-1.8789,-79.93574,331.55,0.45,0.47,2024-08-24,1821,N,VIIRS,n,2,290.92,3.4,D,0
-1.89205,-79.98899,339.63,0.46,0.47,2024-08-24,1821,N,VIIRS,n,2,293.53,1.68,D,0
-1.87989,-79.93606,346.22,0.45,0.47,2024-08-24,1821,N,VIIRS,n,2,294.06,9.7,D,0
-1.95413,-79.76952,334.35,0.47,0.64,2024-08-25,1802,N,VIIRS,n,2,286.63,3.54,D,0
-1.94128,-79.80639,341.16,0.47,0.64,2024-08-25,1802,N,VIIRS,n,2,286.48,6.68,D,0
-1.94378,-79.80538,332.41,0.47,0.64,2024-08-25,1803,N,VIIRS,n,2,286.55,6.32,D,0
-1.94443,-79.80968,335.1,0.47,0.64,2024-08-25,1803,N,VIIRS,n,2,286.7,4.68,D,0
-1.90245,-79.89523,334.84,0.48,0.64,2024-08-25,1803,N,VIIRS,n,2,286.74,2.72,D,0
-1.89448,-79.9678,330.83,0.41,0.61,2024-08-26,1924,N,VIIRS,n,2,291.44,1.78,D,0
-1.90679,-80.041,337.33,0.38,0.36,2024-08-28,1846,N,VIIRS,n,2,300.76,1.84,D,0
-1.87059,-80.07112,335.84,0.38,0.36,2024-08-28,1846,N,VIIRS,n,2,302.03,2.49,D,0
-1.94871,-79.87488,336.05,0.39,0.36,2024-08-28,1846,N,VIIRS,n,2,299.55,4.67,D,0
-1.94818,-79.87142,333.0,0.39,0.36,2024-08-28,1846,N,VIIRS,n,2,297.73,4.67,D,0
-1.98036,-80.06083,335.7,0.38,0.36,2024-08-28,1846,N,VIIRS,n,2,299.93,1.71,D,0
-1.94256,-79.81211,330.56,0.39,0.36,2024-08-28,1846,N,VIIRS,n,2,300.13,3.5,D,0
-1.97267,-79.78635,334.63,0.39,0.36,2024-08-28,1846,N,VIIRS,n,2,299.92,7.66,D,0
-2.02913,-80.04646,333.94,0.38,0.36,2024-08-28,1846,N,VIIRS,n,2,300.05,2.76,D,0
-2.05804,-79.76926,334.9,0.39,0.36,2024-08-28,1846,N,VIIRS,n,2,298.77,6.23,D,0
-2.10965,-80.01955,337.99,0.38,0.36,2024-08-28,1846,N,VIIRS,n,2,301.51,6.77,D,0
-2.10913,-80.0161,348.8,0.38,0.36,2024-08-28,1846,N,VIIRS,n,2,306.34,6.77,D,0
-2.14639,-79.7522,335.94,0.39,0.36,2024-08-28,1846,N,VIIRS,n,2,299.1,3.52,D,0
-2.15516,-79.76505,339.07,0.39,0.36,2024-08-28,1846,N,VIIRS,n,2,300.88,2.68,D,0
-1.97372,-79.80062,347.15,0.53,0.42,2024-08-29,1828,N,VIIRS,n,2,299.21,10.34,D,0
-2.02103,-80.00788,339.11,0.55,0.43,2024-08-29,1828,N,VIIRS,n,2,299.06,7.37,D,0
-2.0203,-80.00303,340.53,0.55,0.43,2024-08-29,1828,N,VIIRS,n,2,300.38,10.47,D,0
-2.02125,-79.98286,332.35,0.55,0.43,2024-08-29,1828,N,VIIRS,n,2,300.33,12.41,D,0
-2.02048,-79.97778,353.93,0.55,0.43,2024-08-29,1828,N,VIIRS,n,2,303.12,12.41,D,0
