latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
-2.09661,-80.02016,301.9,0.4,0.37,2024-10-24,637,N,VIIRS,n,2,291.08,0.41,N,0
-2.07746,-79.96539,301.45,0.4,0.37,2024-10-24,637,N,VIIRS,n,2,291.16,0.47,N,0
-1.91553,-80.08755,344.72,0.6,0.53,2024-10-24,1917,N,VIIRS,n,2,298.58,8.71,D,0
-1.99433,-80.03378,343.65,0.6,0.53,2024-10-24,1917,N,VIIRS,n,2,297.83,6.2,D,0
-2.12082,-80.02863,344.84,0.6,0.53,2024-10-24,1917,N,VIIRS,n,2,299.14,58.49,D,0
-2.11993,-80.02309,337.84,0.6,0.53,2024-10-24,1917,N,VIIRS,n,2,297.26,29.83,D,0
-1.85246,-79.99409,332.47,0.46,0.39,2024-10-25,1858,N,VIIRS,n,2,296.13,1.58,D,0
-1.94397,-80.08249,335.35,0.46,0.39,2024-10-25,1858,N,VIIRS,n,2,304.8,5.01,D,0
-1.91968,-79.8297,335.32,0.47,0.4,2024-10-25,1858,N,VIIRS,n,2,297.42,4.05,D,0
-1.92335,-79.82915,337.54,0.47,0.4,2024-10-25,1858,N,VIIRS,n,2,299.46,4.05,D,0
-1.99953,-80.07958,337.29,0.46,0.39,2024-10-25,1858,N,VIIRS,n,2,302.68,40.26,D,0
-1.97962,-79.82932,333.14,0.47,0.4,2024-10-25,1858,N,VIIRS,n,2,297.3,3.92,D,0
-2.03322,-79.83941,336.68,0.47,0.4,2024-10-25,1858,N,VIIRS,n,2,300.09,2.85,D,0
-2.04357,-79.78563,337.39,0.47,0.4,2024-10-25,1858,N,VIIRS,n,2,298.38,8.24,D,0
-1.99347,-80.03175,330.23,0.41,0.37,2024-10-26,1839,N,VIIRS,l,2,301.76,2.91,D,0
-1.97756,-79.76456,331.4,0.4,0.37,2024-10-26,1839,N,VIIRS,n,2,296.33,3.45,D,0
-2.06232,-79.95841,340.64,0.4,0.37,2024-10-26,1839,N,VIIRS,n,2,302.09,3.05,D,0
-2.10703,-80.02212,337.94,0.41,0.37,2024-10-26,1839,N,VIIRS,l,2,301.13,7.56,D,0
-2.11099,-80.02524,335.71,0.41,0.37,2024-10-26,1839,N,VIIRS,l,2,298.65,4.38,D,0
-2.17849,-79.75567,347.75,0.4,0.37,2024-10-26,1839,N,VIIRS,n,2,299.94,11.12,D,0
-1.92347,-79.93663,337.87,0.47,0.48,2024-10-27,1820,N,VIIRS,n,2,290.65,4.13,D,0
-1.96031,-80.0636,342.68,0.48,0.48,2024-10-27,1820,N,VIIRS,n,2,295.69,7.9,D,0
-2.05963,-80.07301,331.91,0.49,0.48,2024-10-27,1820,N,VIIRS,n,2,292.81,4.33,D,0
-2.06409,-80.0723,331.99,0.49,0.48,2024-10-27,1820,N,VIIRS,n,2,294.32,4.33,D,0
-2.18189,-79.77576,342.13,0.47,0.47,2024-10-27,1820,N,VIIRS,n,2,289.97,8.79,D,0
-2.09927,-79.83547,333.06,0.4,0.6,2024-10-29,1923,N,VIIRS,n,2,288.61,1.84,D,0
-1.92743,-79.79805,339.05,0.39,0.44,2024-10-30,1904,N,VIIRS,n,2,293.3,4.28,D,0
-1.91183,-79.80399,344.94,0.39,0.44,2024-10-30,1904,N,VIIRS,n,2,294.22,5.37,D,0
-1.90779,-79.8046,349.5,0.39,0.44,2024-10-30,1904,N,VIIRS,n,2,291.69,6.79,D,0
-1.88396,-79.78752,345.83,0.39,0.44,2024-10-30,1904,N,VIIRS,n,2,294.76,5.83,D,0
-1.86452,-79.76885,342.96,0.39,0.44,2024-10-30,1904,N,VIIRS,n,2,295.19,5.0,D,0
-1.91147,-80.07343,335.65,0.56,0.43,2024-10-30,1904,N,VIIRS,n,2,296.52,29.93,D,0
-1.87737,-79.95837,332.93,0.57,0.43,2024-10-30,1904,N,VIIRS,n,2,294.12,6.29,D,0
-2.08337,-79.81684,344.86,0.39,0.44,2024-10-30,1904,N,VIIRS,n,2,293.37,3.13,D,0
-2.07935,-79.81746,335.75,0.39,0.44,2024-10-30,1904,N,VIIRS,n,2,290.91,3.13,D,0
-2.04188,-79.97064,334.35,0.57,0.43,2024-10-30,1904,N,VIIRS,n,2,296.66,4.12,D,0
-2.03999,-79.96796,330.96,0.57,0.43,2024-10-30,1904,N,VIIRS,n,2,295.68,3.12,D,0
-2.01287,-79.95081,331.76,0.57,0.43,2024-10-30,1904,N,VIIRS,n,2,295.24,2.11,D,0
-1.99951,-79.89053,335.68,0.38,0.43,2024-10-30,1904,N,VIIRS,n,2,295.42,2.11,D,0
-1.86892,-79.89872,339.94,0.38,0.36,2024-10-31,1845,N,VIIRS,n,2,298.51,4.04,D,0
-1.92961,-79.98495,334.52,0.38,0.36,2024-10-31,1845,N,VIIRS,n,2,294.7,11.37,D,0
-1.92908,-79.98149,335.11,0.38,0.36,2024-10-31,1845,N,VIIRS,n,2,293.06,11.37,D,0
-1.93241,-79.981,336.58,0.38,0.36,2024-10-31,1845,N,VIIRS,n,2,297.65,11.37,D,0
-1.93976,-79.83089,336.14,0.38,0.36,2024-10-31,1845,N,VIIRS,n,2,298.51,6.14,D,0
-1.93924,-79.82744,335.63,0.38,0.36,2024-10-31,1845,N,VIIRS,n,2,297.96,6.45,D,0
-2.01151,-79.85545,332.17,0.38,0.36,2024-10-31,1845,N,VIIRS,n,2,300.64,3.64,D,0
-2.08481,-79.78415,337.54,0.38,0.36,2024-10-31,1845,N,VIIRS,n,2,295.52,1.9,D,0
-2.18621,-80.09383,348.25,0.38,0.36,2024-10-31,1845,N,VIIRS,n,2,300.01,9.2,D,0
-2.18953,-80.09332,343.24,0.38,0.36,2024-10-31,1845,N,VIIRS,n,2,300.69,8.65,D,0
-2.28819,-80.07427,332.26,0.38,0.36,2024-10-31,1845,N,VIIRS,n,2,299.89,4.32,D,0
-2.18053,-79.75309,337.93,0.55,0.43,2024-11-01,1827,N,VIIRS,n,2,296.96,4.82,D,0
-2.21612,-80.07845,330.19,0.39,0.44,2024-11-01,1827,N,VIIRS,n,2,299.44,1.67,D,0
-1.85568,-80.00169,338.26,0.57,0.43,2024-11-01,1827,N,VIIRS,n,2,295.99,5.27,D,0
-2.03949,-79.95355,337.55,0.57,0.43,2024-11-01,1827,N,VIIRS,n,2,295.49,39.81,D,0
-2.04351,-79.95321,337.46,0.57,0.43,2024-11-01,1827,N,VIIRS,n,2,299.03,39.81,D,0
-2.0046,-79.98079,341.85,0.61,0.54,2024-11-07,1814,N,VIIRS,n,2,295.24,10.05,D,0
-2.00463,-79.98325,342.75,0.61,0.54,2024-11-07,1814,N,VIIRS,n,2,297.32,8.02,D,0
-1.90308,-80.01565,341.54,0.61,0.54,2024-11-07,1814,N,VIIRS,n,2,296.62,13.67,D,0
-1.90724,-80.01578,340.71,0.61,0.54,2024-11-07,1814,N,VIIRS,n,2,297.37,15.16,D,0
-1.90228,-80.0165,340.21,0.61,0.54,2024-11-07,1814,N,VIIRS,n,2,294.99,8.73,D,0
-2.08142,-79.78479,334.81,0.47,0.4,2024-11-10,1858,N,VIIRS,n,2,299.83,2.11,D,0
-2.1131,-79.77128,347.26,0.47,0.4,2024-11-10,1858,N,VIIRS,n,2,301.92,8.26,D,0
-2.18814,-79.75006,332.67,0.4,0.37,2024-11-11,1839,N,VIIRS,l,2,304.52,1.11,D,0
-2.15425,-79.75512,334.7,0.4,0.37,2024-11-11,1839,N,VIIRS,l,2,307.47,1.71,D,0
-2.09957,-79.7888,334.72,0.4,0.37,2024-11-11,1839,N,VIIRS,n,2,305.1,3.48,D,0
-2.08722,-79.77592,336.7,0.4,0.37,2024-11-11,1839,N,VIIRS,l,2,307.08,11.36,D,0
-2.08776,-79.77951,333.02,0.4,0.37,2024-11-11,1839,N,VIIRS,l,2,304.46,11.36,D,0
-2.1205,-80.01911,336.69,0.41,0.37,2024-11-11,1839,N,VIIRS,n,2,306.03,5.45,D,0
-2.12215,-80.03001,341.25,0.41,0.37,2024-11-11,1839,N,VIIRS,n,2,308.28,3.92,D,0
-2.11873,-80.03053,352.8,0.41,0.37,2024-11-11,1839,N,VIIRS,n,2,312.02,27.07,D,0
-2.06919,-79.77125,352.84,0.4,0.37,2024-11-11,1839,N,VIIRS,n,2,304.54,9.03,D,0
-2.0658,-79.77175,335.32,0.4,0.37,2024-11-11,1839,N,VIIRS,n,2,303.86,2.18,D,0
-2.06634,-79.77535,331.3,0.4,0.37,2024-11-11,1839,N,VIIRS,l,2,302.06,2.18,D,0
-2.06253,-79.84223,338.24,0.4,0.37,2024-11-11,1839,N,VIIRS,l,2,308.25,6.11,D,0
-2.06307,-79.84585,345.54,0.4,0.37,2024-11-11,1839,N,VIIRS,n,2,310.64,19.59,D,0
-2.08157,-79.969,336.29,0.4,0.37,2024-11-11,1839,N,VIIRS,l,2,306.99,1.4,D,0
-2.08705,-80.00549,337.73,0.41,0.37,2024-11-11,1839,N,VIIRS,n,2,304.12,1.51,D,0
-2.08363,-80.006,342.27,0.41,0.37,2024-11-11,1839,N,VIIRS,n,2,306.48,1.51,D,0
-2.06781,-79.99345,335.64,0.41,0.37,2024-11-11,1839,N,VIIRS,l,2,306.83,2.63,D,0
-2.01543,-79.85352,343.86,0.4,0.37,2024-11-11,1839,N,VIIRS,n,2,307.02,4.58,D,0
-2.02972,-79.94756,340.43,0.4,0.37,2024-11-11,1839,N,VIIRS,n,2,307.68,6.69,D,0
-1.97482,-79.83746,335.43,0.4,0.37,2024-11-11,1839,N,VIIRS,n,2,304.39,3.1,D,0
-1.92441,-79.77873,339.75,0.4,0.37,2024-11-11,1839,N,VIIRS,n,2,305.15,3.51,D,0
-1.92549,-79.78593,335.96,0.4,0.37,2024-11-11,1839,N,VIIRS,l,2,307.12,2.94,D,0
-1.88116,-79.79662,336.14,0.4,0.37,2024-11-11,1839,N,VIIRS,l,2,307.67,2.47,D,0
-1.87778,-79.79713,334.78,0.4,0.37,2024-11-11,1839,N,VIIRS,l,2,309.52,2.47,D,0
-1.90776,-80.01814,336.1,0.4,0.37,2024-11-11,1839,N,VIIRS,n,2,305.98,3.7,D,0
-1.89896,-80.07537,332.22,0.41,0.37,2024-11-11,1839,N,VIIRS,l,2,306.08,1.87,D,0
-1.88542,-80.05499,336.14,0.41,0.37,2024-11-11,1839,N,VIIRS,l,2,309.65,3.2,D,0
-2.10655,-80.00705,343.16,0.48,0.48,2024-11-12,1820,N,VIIRS,n,2,288.56,6.15,D,0
-1.97816,-80.08415,346.38,0.51,0.66,2024-11-13,1801,N,VIIRS,n,2,294.76,5.93,D,0
-1.97753,-80.07995,341.96,0.51,0.66,2024-11-13,1801,N,VIIRS,n,2,295.17,5.93,D,0
-2.18435,-79.75274,331.54,0.49,0.65,2024-11-13,1801,N,VIIRS,n,2,296.56,2.62,D,0
-1.97888,-80.08519,353.25,0.8,0.78,2024-11-13,1942,N,VIIRS,n,2,290.02,13.39,D,0
-1.97835,-80.08228,367.0,0.79,0.78,2024-11-13,1942,N,VIIRS,h,2,290.83,20.85,D,0
-2.17996,-79.77106,344.54,0.4,0.6,2024-11-14,1923,N,VIIRS,n,2,289.18,7.42,D,0
-2.12414,-80.03525,308.13,0.56,0.43,2024-11-15,624,N,VIIRS,n,2,290.5,0.88,N,0
-2.12532,-80.03867,305.18,0.57,0.43,2024-11-15,624,N,VIIRS,n,2,290.47,1.02,N,0
-2.3485,-80.07441,335.29,0.55,0.43,2024-11-15,1904,N,VIIRS,n,2,302.99,3.96,D,0
-2.18436,-79.76115,345.54,0.39,0.44,2024-11-15,1904,N,VIIRS,n,2,303.94,4.7,D,0
-2.18543,-79.7681,341.94,0.38,0.44,2024-11-15,1904,N,VIIRS,n,2,302.26,3.49,D,0
-2.09668,-79.78614,339.98,0.38,0.44,2024-11-15,1904,N,VIIRS,n,2,304.79,5.22,D,0
-2.06877,-79.76547,355.72,0.39,0.44,2024-11-15,1904,N,VIIRS,n,2,305.15,6.08,D,0
-2.06931,-79.76894,338.21,0.39,0.44,2024-11-15,1904,N,VIIRS,n,2,303.48,6.08,D,0
-2.0171,-79.75191,332.03,0.39,0.44,2024-11-15,1904,N,VIIRS,l,2,303.23,4.09,D,0
-1.97271,-79.75987,340.01,0.39,0.44,2024-11-15,1904,N,VIIRS,n,2,302.36,2.86,D,0
-1.96813,-79.75699,341.78,0.39,0.44,2024-11-15,1904,N,VIIRS,n,2,302.03,6.98,D,0
-1.97782,-79.81975,332.52,0.38,0.44,2024-11-15,1904,N,VIIRS,n,2,300.21,2.49,D,0
-2.01218,-80.06867,339.54,0.56,0.43,2024-11-15,1904,N,VIIRS,n,2,303.33,3.52,D,0
-1.9743,-80.08526,335.86,0.56,0.43,2024-11-15,1904,N,VIIRS,n,2,301.03,3.37,D,0
-1.92851,-79.87241,333.14,0.57,0.43,2024-11-15,1904,N,VIIRS,n,2,301.64,4.25,D,0
-1.89741,-79.83198,346.17,0.38,0.44,2024-11-15,1904,N,VIIRS,n,2,302.95,4.69,D,0
-1.90869,-79.92815,333.34,0.57,0.43,2024-11-15,1904,N,VIIRS,n,2,300.25,4.32,D,0
-1.91207,-79.97478,337.49,0.57,0.43,2024-11-15,1904,N,VIIRS,n,2,300.06,3.46,D,0
-1.89642,-79.8321,341.19,0.38,0.44,2024-11-15,1904,N,VIIRS,n,2,301.44,3.22,D,0
-1.89239,-79.83271,348.37,0.38,0.44,2024-11-15,1904,N,VIIRS,n,2,302.73,3.79,D,0
-1.90729,-79.93021,339.74,0.57,0.43,2024-11-15,1904,N,VIIRS,n,2,300.52,6.92,D,0
-1.91035,-79.97692,331.18,0.57,0.43,2024-11-15,1904,N,VIIRS,n,2,298.68,4.32,D,0
-1.88217,-79.87329,330.0,0.38,0.43,2024-11-15,1904,N,VIIRS,n,2,299.09,0.6,D,0
-1.91633,-80.09527,337.58,0.56,0.43,2024-11-15,1904,N,VIIRS,n,2,303.39,5.41,D,0
-1.88326,-79.98627,337.55,0.57,0.43,2024-11-15,1904,N,VIIRS,n,2,302.07,5.72,D,0
-1.87923,-80.03893,333.29,0.56,0.43,2024-11-15,1904,N,VIIRS,n,2,304.29,3.59,D,0
-2.18955,-79.75224,331.76,0.38,0.36,2024-11-16,1845,N,VIIRS,n,2,295.07,1.87,D,0
-1.9992,-79.94485,330.93,0.38,0.36,2024-11-16,1845,N,VIIRS,n,2,296.8,1.98,D,0
-1.93036,-80.09025,332.81,0.38,0.36,2024-11-16,1845,N,VIIRS,l,2,303.41,1.82,D,0
-1.86193,-80.06177,330.27,0.38,0.36,2024-11-16,1845,N,VIIRS,l,2,305.1,3.17,D,0
-1.95915,-79.8209,338.27,0.38,0.59,2024-11-18,1808,N,VIIRS,n,2,291.88,4.1,D,0
-1.97538,-79.96667,333.62,0.39,0.6,2024-11-18,1808,N,VIIRS,n,2,294.25,2.83,D,0
-1.97477,-80.00047,356.33,0.4,0.6,2024-11-18,1808,N,VIIRS,n,2,295.45,6.23,D,0
-1.85638,-79.91959,345.68,0.39,0.59,2024-11-18,1808,N,VIIRS,n,2,293.44,3.09,D,0
-1.9683,-79.96317,314.39,0.46,0.39,2024-11-20,631,N,VIIRS,n,2,288.05,1.47,N,0
-1.94336,-79.76975,334.79,0.49,0.48,2024-11-20,1910,N,VIIRS,n,2,294.54,2.68,D,0
-2.10102,-79.82404,333.03,0.48,0.48,2024-11-20,1910,N,VIIRS,n,2,292.06,3.41,D,0
-2.12857,-79.76598,352.23,0.49,0.48,2024-11-20,1910,N,VIIRS,n,2,299.0,11.57,D,0
-2.12615,-79.76675,340.87,0.48,0.48,2024-11-20,1910,N,VIIRS,n,2,298.99,6.23,D,0
-2.13062,-79.76607,336.52,0.48,0.48,2024-11-20,1910,N,VIIRS,n,2,299.01,6.23,D,0
-2.20969,-79.80322,334.42,0.48,0.48,2024-11-20,1910,N,VIIRS,n,2,296.91,4.67,D,0
-1.90917,-80.08847,338.26,0.47,0.47,2024-11-20,1910,N,VIIRS,n,2,298.43,3.88,D,0
-1.91094,-79.92644,348.14,0.48,0.48,2024-11-20,1910,N,VIIRS,n,2,296.51,11.43,D,0
-2.04994,-79.77411,330.46,0.46,0.39,2024-11-22,1833,N,VIIRS,l,2,300.6,4.97,D,0
-2.08385,-79.9986,336.71,0.47,0.4,2024-11-22,1833,N,VIIRS,n,2,302.84,3.87,D,0
-1.97146,-79.9708,335.66,0.47,0.39,2024-11-22,1833,N,VIIRS,n,2,300.72,3.23,D,0
-1.90684,-79.86136,335.0,0.46,0.39,2024-11-22,1833,N,VIIRS,n,2,300.73,5.93,D,0
-1.89465,-79.8042,335.38,0.46,0.39,2024-11-22,1833,N,VIIRS,n,2,300.51,3.1,D,0
-1.90835,-79.97168,335.0,0.46,0.39,2024-11-22,1833,N,VIIRS,n,2,298.51,3.94,D,0
-1.90843,-79.97104,342.65,0.46,0.39,2024-11-22,1833,N,VIIRS,n,2,298.45,5.36,D,0
-1.88833,-79.9612,331.36,0.46,0.39,2024-11-22,1833,N,VIIRS,n,2,299.01,4.08,D,0
-1.85795,-80.05574,330.34,0.47,0.4,2024-11-22,1833,N,VIIRS,n,2,299.54,3.52,D,0
-2.17788,-80.04117,302.39,0.4,0.37,2024-11-25,637,N,VIIRS,n,2,283.51,0.64,N,2
-1.85642,-80.0188,331.99,0.46,0.39,2024-11-26,1858,N,VIIRS,n,2,295.51,4.36,D,0
-1.86008,-79.87169,336.15,0.47,0.4,2024-11-26,1858,N,VIIRS,n,2,294.99,8.11,D,0
-1.92496,-79.9574,336.45,0.47,0.39,2024-11-26,1858,N,VIIRS,n,2,294.9,3.55,D,0
-1.93461,-79.8261,335.83,0.47,0.4,2024-11-26,1858,N,VIIRS,n,2,297.26,4.88,D,0
-1.96096,-79.97343,330.79,0.46,0.39,2024-11-26,1858,N,VIIRS,n,2,293.69,1.29,D,0
-1.94014,-79.76404,333.97,0.48,0.4,2024-11-26,1858,N,VIIRS,n,2,292.05,3.86,D,0
-1.9868,-79.82772,332.42,0.47,0.4,2024-11-26,1858,N,VIIRS,n,2,292.54,2.97,D,0
-2.01384,-79.78438,338.14,0.47,0.4,2024-11-26,1858,N,VIIRS,n,2,293.34,4.17,D,0
-1.86364,-80.01282,337.54,0.4,0.37,2024-11-27,1839,N,VIIRS,n,2,298.82,3.75,D,0
-1.89513,-80.06018,330.01,0.4,0.37,2024-11-27,1839,N,VIIRS,n,2,298.24,1.72,D,0
-2.02133,-79.83368,350.51,0.4,0.37,2024-11-27,1839,N,VIIRS,n,2,300.46,20.34,D,0
-2.04699,-79.85442,338.7,0.47,0.48,2024-11-28,1820,N,VIIRS,n,2,295.13,4.21,D,0
-2.02006,-79.79395,341.2,0.46,0.47,2024-11-28,1820,N,VIIRS,n,2,294.35,7.4,D,0
-1.98496,-79.8291,331.57,0.46,0.47,2024-11-28,1820,N,VIIRS,n,2,292.3,3.7,D,0
-2.30878,-80.04639,340.84,0.49,0.48,2024-11-28,1820,N,VIIRS,n,2,293.63,16.02,D,0
-2.3043,-80.04697,367.0,0.49,0.48,2024-11-28,1820,N,VIIRS,h,2,295.73,16.02,D,0
-2.19498,-80.09332,339.52,0.49,0.48,2024-11-28,1820,N,VIIRS,n,2,294.8,4.59,D,0
-2.14502,-79.78933,330.38,0.46,0.47,2024-11-28,1820,N,VIIRS,n,2,293.01,3.98,D,0
-2.05192,-79.76798,336.79,0.46,0.47,2024-11-28,1820,N,VIIRS,n,2,292.51,2.28,D,0
-1.86792,-79.76717,347.24,0.46,0.47,2024-11-28,1821,N,VIIRS,n,2,294.53,8.27,D,0
-1.86894,-79.76768,349.29,0.46,0.47,2024-11-28,1821,N,VIIRS,n,2,294.77,8.46,D,0
-1.90934,-79.79998,334.94,0.46,0.47,2024-11-28,1821,N,VIIRS,n,2,293.6,3.03,D,0
-1.98502,-79.82738,330.16,0.46,0.47,2024-11-28,1821,N,VIIRS,n,2,292.49,2.52,D,0
-1.99351,-80.08865,345.9,0.51,0.66,2024-11-29,1802,N,VIIRS,n,2,285.97,11.55,D,0
-1.99416,-80.09286,343.94,0.51,0.66,2024-11-29,1802,N,VIIRS,n,2,285.2,8.54,D,0
-2.07048,-79.91536,331.32,0.4,0.6,2024-11-30,1923,N,VIIRS,n,2,287.12,3.72,D,0
-2.19264,-79.8027,353.05,0.39,0.44,2024-12-01,1904,N,VIIRS,n,2,298.27,9.7,D,0
-1.99328,-79.82796,343.42,0.39,0.44,2024-12-01,1905,N,VIIRS,n,2,295.58,5.29,D,0
-1.99622,-79.82033,349.42,0.39,0.44,2024-12-01,1905,N,VIIRS,n,2,296.96,9.01,D,0
-1.86537,-79.94143,333.45,0.38,0.43,2024-12-01,1905,N,VIIRS,n,2,297.41,3.12,D,0
-1.87092,-79.86572,356.63,0.39,0.44,2024-12-01,1905,N,VIIRS,n,2,295.95,6.76,D,0
-1.9195,-80.06937,337.92,0.56,0.43,2024-12-01,1905,N,VIIRS,n,2,299.46,14.57,D,0
-1.90553,-79.92825,355.39,0.38,0.43,2024-12-01,1905,N,VIIRS,n,2,298.83,12.45,D,0
-1.91758,-79.92641,335.81,0.38,0.43,2024-12-01,1905,N,VIIRS,n,2,296.76,2.22,D,0
-1.95136,-80.09077,341.54,0.56,0.43,2024-12-01,1905,N,VIIRS,n,2,297.44,6.35,D,0
-1.97293,-79.85616,330.7,0.39,0.44,2024-12-01,1905,N,VIIRS,n,2,296.65,3.58,D,0
-1.97238,-79.85265,343.16,0.39,0.44,2024-12-01,1905,N,VIIRS,n,2,297.46,5.39,D,0
-1.97182,-79.84916,331.66,0.39,0.44,2024-12-01,1905,N,VIIRS,n,2,296.6,5.39,D,0
-1.97127,-79.84566,343.97,0.39,0.44,2024-12-01,1905,N,VIIRS,n,2,297.37,5.57,D,0
-1.97586,-79.84855,351.53,0.39,0.44,2024-12-01,1905,N,VIIRS,n,2,298.8,5.39,D,0
-1.9753,-79.84505,333.2,0.39,0.44,2024-12-01,1905,N,VIIRS,n,2,299.46,5.57,D,0
-1.981,-79.85492,334.01,0.39,0.44,2024-12-01,1905,N,VIIRS,n,2,299.16,2.62,D,0
-2.31306,-80.04368,330.69,0.38,0.36,2024-12-02,1846,N,VIIRS,n,2,300.48,1.14,D,0
-2.30974,-80.04417,336.8,0.38,0.36,2024-12-02,1846,N,VIIRS,n,2,301.79,3.03,D,0
-2.22558,-79.78128,354.61,0.38,0.36,2024-12-02,1846,N,VIIRS,n,2,302.01,4.84,D,0
-2.2229,-79.7824,339.41,0.38,0.36,2024-12-02,1846,N,VIIRS,n,2,301.11,38.67,D,0
-2.21904,-79.77944,336.19,0.38,0.36,2024-12-02,1846,N,VIIRS,n,2,302.15,21.16,D,0
-2.21624,-79.7834,338.73,0.38,0.36,2024-12-02,1846,N,VIIRS,n,2,304.03,3.71,D,0
-2.17998,-79.94778,343.31,0.38,0.36,2024-12-02,1846,N,VIIRS,n,2,302.92,9.76,D,0
-2.17666,-79.94829,356.44,0.38,0.36,2024-12-02,1846,N,VIIRS,n,2,302.89,9.76,D,0
-2.17333,-79.94878,344.7,0.38,0.36,2024-12-02,1846,N,VIIRS,n,2,299.26,3.34,D,0
-2.10054,-79.77685,349.99,0.38,0.36,2024-12-02,1846,N,VIIRS,n,2,304.18,6.25,D,0
-2.09669,-79.77389,332.61,0.38,0.36,2024-12-02,1846,N,VIIRS,n,2,302.35,6.25,D,0
-2.09126,-79.76056,332.7,0.38,0.36,2024-12-02,1846,N,VIIRS,n,2,300.55,1.51,D,0
-2.0734,-79.77739,349.37,0.38,0.36,2024-12-02,1846,N,VIIRS,n,2,303.45,7.19,D,0
-2.05799,-79.76555,336.68,0.38,0.36,2024-12-02,1846,N,VIIRS,n,2,302.38,3.83,D,0
-2.03559,-79.86435,332.12,0.38,0.36,2024-12-02,1846,N,VIIRS,l,2,302.38,1.1,D,0
-2.03291,-80.04498,334.51,0.38,0.36,2024-12-02,1846,N,VIIRS,n,2,298.34,2.18,D,0
-1.99533,-79.84226,346.47,0.38,0.36,2024-12-02,1846,N,VIIRS,n,2,301.06,9.06,D,0
-1.99043,-79.83239,337.07,0.38,0.36,2024-12-02,1846,N,VIIRS,n,2,300.69,1.88,D,0
-1.97695,-79.85561,336.6,0.38,0.36,2024-12-02,1846,N,VIIRS,n,2,303.4,2.25,D,0
-1.97467,-79.86302,330.35,0.38,0.36,2024-12-02,1846,N,VIIRS,l,2,300.96,0.87,D,0
-1.96365,-79.85761,341.77,0.38,0.36,2024-12-02,1846,N,VIIRS,n,2,302.58,2.76,D,0
-1.97991,-79.96466,348.12,0.38,0.36,2024-12-02,1846,N,VIIRS,n,2,303.09,9.47,D,0
-1.97201,-80.04704,332.95,0.38,0.36,2024-12-02,1846,N,VIIRS,l,2,304.39,3.13,D,0
-1.94227,-80.03033,339.29,0.38,0.36,2024-12-02,1846,N,VIIRS,n,2,303.32,4.09,D,0
-1.93894,-80.03082,340.02,0.38,0.36,2024-12-02,1846,N,VIIRS,n,2,299.4,4.09,D,0
-1.91774,-79.97491,344.5,0.38,0.36,2024-12-02,1846,N,VIIRS,n,2,309.6,34.49,D,0
-1.92682,-80.07947,338.46,0.38,0.36,2024-12-02,1846,N,VIIRS,n,2,300.74,1.0,D,0
-1.89781,-79.9108,337.73,0.38,0.36,2024-12-02,1846,N,VIIRS,n,2,303.84,6.81,D,0
-1.89833,-79.91426,346.55,0.38,0.36,2024-12-02,1846,N,VIIRS,n,2,303.04,6.81,D,0
-1.89763,-79.93202,348.02,0.38,0.36,2024-12-02,1846,N,VIIRS,n,2,300.6,10.33,D,0
-1.91859,-80.07011,344.77,0.38,0.36,2024-12-02,1846,N,VIIRS,n,2,305.25,6.45,D,0
-1.88449,-79.9799,345.87,0.38,0.36,2024-12-02,1846,N,VIIRS,n,2,301.28,8.35,D,0
-1.85472,-80.09734,339.89,0.38,0.36,2024-12-02,1846,N,VIIRS,n,2,303.18,4.55,D,0
-2.30945,-80.06972,331.83,0.38,0.43,2024-12-03,1827,N,VIIRS,n,2,300.09,5.63,D,0
-2.30996,-80.07317,342.01,0.38,0.43,2024-12-03,1827,N,VIIRS,n,2,300.09,3.07,D,0
-2.30056,-80.03676,336.31,0.57,0.43,2024-12-03,1827,N,VIIRS,n,2,297.84,4.32,D,0
-2.3013,-80.04188,332.19,0.57,0.43,2024-12-03,1827,N,VIIRS,n,2,298.96,4.32,D,0
-2.29655,-80.03731,340.09,0.57,0.43,2024-12-03,1827,N,VIIRS,n,2,297.68,4.32,D,0
-2.30864,-80.06987,337.69,0.57,0.43,2024-12-03,1827,N,VIIRS,n,2,300.77,7.1,D,0
-2.3093,-80.07417,347.73,0.38,0.43,2024-12-03,1827,N,VIIRS,n,2,299.92,7.02,D,0
-2.2999,-80.03951,343.44,0.57,0.43,2024-12-03,1827,N,VIIRS,n,2,298.34,6.86,D,0
-2.30464,-80.07047,355.28,0.57,0.43,2024-12-03,1827,N,VIIRS,n,2,302.09,28.2,D,0
-2.30529,-80.07478,330.66,0.38,0.43,2024-12-03,1827,N,VIIRS,n,2,298.63,4.18,D,0
-2.29512,-80.03495,331.29,0.57,0.43,2024-12-03,1827,N,VIIRS,n,2,297.17,6.86,D,0
-2.05346,-79.76376,337.15,0.55,0.42,2024-12-03,1827,N,VIIRS,n,2,298.55,59.25,D,0
-2.05379,-79.76163,343.55,0.55,0.42,2024-12-03,1827,N,VIIRS,n,2,299.8,37.87,D,0
-1.92576,-79.76243,343.33,0.54,0.42,2024-12-03,1827,N,VIIRS,n,2,293.97,6.22,D,0
-1.91452,-79.92696,335.1,0.56,0.43,2024-12-03,1827,N,VIIRS,n,2,296.94,10.58,D,0
-1.91057,-79.92754,332.3,0.56,0.43,2024-12-03,1827,N,VIIRS,n,2,295.26,7.83,D,0
