fecha,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max,relative_humidity_2m_mean,et0_fao_evapotranspiration,zona,latitude,longitude
2023-01-27,31.0,23.1,3.8,6.1,77,4.01,Cerro_Paraiso,-2.12,-79.95
2023-01-28,30.0,23.5,9.4,11.4,80,3.6,Cerro_Paraiso,-2.12,-79.95
2023-01-29,30.4,24.0,0.1,14.5,74,4.67,Cerro_Paraiso,-2.12,-79.95
2023-01-30,30.2,24.1,3.0,11.2,76,4.31,Cerro_Paraiso,-2.12,-79.95
2023-01-31,29.6,22.7,36.9,9.1,84,3.86,Cerro_Paraiso,-2.12,-79.95
2023-02-01,30.3,23.0,4.7,13.0,79,4.45,Cerro_Paraiso,-2.12,-79.95
2023-02-02,29.8,23.8,1.3,13.5,78,4.26,Cerro_Paraiso,-2.12,-79.95
2023-02-03,29.8,24.0,4.1,11.9,76,3.97,Cerro_Paraiso,-2.12,-79.95
2023-02-04,29.5,23.9,8.7,7.4,82,3.51,Cerro_Paraiso,-2.12,-79.95
2023-02-05,29.1,23.6,8.8,8.7,84,3.23,Cerro_Paraiso,-2.12,-79.95
2023-02-06,30.1,23.6,1.7,9.7,80,4.11,Cerro_Paraiso,-2.12,-79.95
2023-02-07,30.1,24.0,3.2,9.8,81,3.7,Cerro_Paraiso,-2.12,-79.95
2023-02-08,30.3,24.2,3.9,8.2,79,4.15,Cerro_Paraiso,-2.12,-79.95
2023-02-09,30.7,23.6,26.3,11.5,87,3.71,Cerro_Paraiso,-2.12,-79.95
2023-02-10,30.5,23.6,11.3,9.3,85,4.08,Cerro_Paraiso,-2.12,-79.95
2023-02-11,29.0,24.1,9.1,10.4,84,2.96,Cerro_Paraiso,-2.12,-79.95
2023-02-12,29.6,23.2,17.4,11.2,84,3.84,Cerro_Paraiso,-2.12,-79.95
2023-02-13,29.4,23.5,24.2,12.7,86,3.24,Cerro_Paraiso,-2.12,-79.95
2023-02-14,30.3,24.0,8.5,10.8,85,3.86,Cerro_Paraiso,-2.12,-79.95
2023-02-15,29.1,23.2,36.4,9.0,88,3.4,Cerro_Paraiso,-2.12,-79.95
2023-02-16,29.9,23.5,28.0,13.5,87,3.18,Cerro_Paraiso,-2.12,-79.95
2023-02-17,30.5,23.2,6.1,7.3,86,4.07,Cerro_Paraiso,-2.12,-79.95
2023-02-18,30.5,23.1,12.2,13.1,87,3.93,Cerro_Paraiso,-2.12,-79.95
2023-02-19,30.3,23.9,13.6,7.2,85,3.88,Cerro_Paraiso,-2.12,-79.95
2023-02-20,28.1,23.6,29.3,6.1,91,1.88,Cerro_Paraiso,-2.12,-79.95
2023-02-21,27.6,23.1,21.1,6.6,90,2.07,Cerro_Paraiso,-2.12,-79.95
2023-02-22,29.8,22.9,30.6,8.2,88,3.48,Cerro_Paraiso,-2.12,-79.95
2023-02-23,30.0,23.0,13.0,12.2,86,3.87,Cerro_Paraiso,-2.12,-79.95
2023-02-24,30.2,22.8,31.5,10.8,88,3.51,Cerro_Paraiso,-2.12,-79.95
2023-02-25,28.8,22.9,17.7,9.4,88,2.57,Cerro_Paraiso,-2.12,-79.95
2023-02-26,28.5,24.0,18.3,8.9,89,2.44,Cerro_Paraiso,-2.12,-79.95
2023-02-27,30.2,23.8,22.5,8.0,87,3.41,Cerro_Paraiso,-2.12,-79.95
2023-02-28,29.1,24.1,24.2,7.2,88,2.96,Cerro_Paraiso,-2.12,-79.95
2023-03-01,30.1,23.5,5.9,7.0,87,3.7,Cerro_Paraiso,-2.12,-79.95
2023-03-02,28.5,24.4,13.2,10.5,87,2.97,Cerro_Paraiso,-2.12,-79.95
2023-03-03,29.8,23.9,2.1,8.5,84,3.96,Cerro_Paraiso,-2.12,-79.95
2023-03-04,29.2,23.5,6.8,7.6,85,3.42,Cerro_Paraiso,-2.12,-79.95
2023-03-05,29.5,24.3,46.4,8.0,88,3.24,Cerro_Paraiso,-2.12,-79.95
2023-03-06,29.5,23.7,51.4,9.2,87,3.34,Cerro_Paraiso,-2.12,-79.95
2023-03-07,28.6,23.6,39.6,10.2,88,3.41,Cerro_Paraiso,-2.12,-79.95
2023-03-08,29.5,23.5,17.5,15.1,88,3.76,Cerro_Paraiso,-2.12,-79.95
2023-03-09,25.4,23.2,44.4,7.8,93,1.42,Cerro_Paraiso,-2.12,-79.95
2023-03-10,29.0,23.0,9.1,10.8,88,3.15,Cerro_Paraiso,-2.12,-79.95
2023-03-11,29.7,22.9,2.0,10.2,85,3.12,Cerro_Paraiso,-2.12,-79.95
2023-03-12,29.8,22.5,0.3,10.0,83,3.57,Cerro_Paraiso,-2.12,-79.95
2023-03-13,30.0,22.5,8.7,8.0,86,4.12,Cerro_Paraiso,-2.12,-79.95
2023-03-14,29.0,22.4,43.3,8.9,91,2.9,Cerro_Paraiso,-2.12,-79.95
2023-03-15,29.3,22.5,2.1,8.7,88,4.02,Cerro_Paraiso,-2.12,-79.95
2023-03-16,30.5,23.0,6.9,7.9,86,4.28,Cerro_Paraiso,-2.12,-79.95
2023-03-17,30.4,21.5,2.1,10.7,85,4.55,Cerro_Paraiso,-2.12,-79.95
2023-03-18,30.6,22.0,0.3,12.0,80,4.45,Cerro_Paraiso,-2.12,-79.95
2023-03-19,29.3,22.6,9.5,12.3,88,3.49,Cerro_Paraiso,-2.12,-79.95
2023-03-20,30.0,22.2,0.7,6.9,83,4.52,Cerro_Paraiso,-2.12,-79.95
2023-03-21,30.9,23.5,3.9,8.3,86,4.12,Cerro_Paraiso,-2.12,-79.95
2023-03-22,29.9,23.0,12.0,10.4,86,4.3,Cerro_Paraiso,-2.12,-79.95
2023-03-23,28.8,22.9,27.8,9.7,91,3.05,Cerro_Paraiso,-2.12,-79.95
2023-03-24,28.5,22.8,21.3,9.9,88,3.18,Cerro_Paraiso,-2.12,-79.95
2023-03-25,29.7,22.8,10.2,9.0,87,3.85,Cerro_Paraiso,-2.12,-79.95
2023-03-26,30.0,23.1,9.5,8.9,87,4.16,Cerro_Paraiso,-2.12,-79.95
2023-03-27,27.5,23.5,30.3,8.2,91,2.2,Cerro_Paraiso,-2.12,-79.95
2023-03-28,30.8,22.9,35.0,8.2,88,3.85,Cerro_Paraiso,-2.12,-79.95
2023-03-29,31.0,22.7,7.8,13.6,84,4.76,Cerro_Paraiso,-2.12,-79.95
2023-03-30,29.9,24.5,21.8,13.8,87,3.64,Cerro_Paraiso,-2.12,-79.95
2023-03-31,27.9,23.8,34.9,6.9,89,2.01,Cerro_Paraiso,-2.12,-79.95
2023-04-01,28.5,23.4,31.9,7.8,91,2.7,Cerro_Paraiso,-2.12,-79.95
2023-04-02,29.6,22.5,39.7,10.2,90,3.04,Cerro_Paraiso,-2.12,-79.95
2023-04-03,29.9,22.9,39.0,10.6,90,3.68,Cerro_Paraiso,-2.12,-79.95
2023-04-04,29.9,23.7,14.5,8.8,89,3.86,Cerro_Paraiso,-2.12,-79.95
2023-04-05,29.2,23.7,18.7,11.1,90,3.34,Cerro_Paraiso,-2.12,-79.95
2023-04-06,28.0,23.1,6.8,11.8,90,2.27,Cerro_Paraiso,-2.12,-79.95
2023-04-07,29.1,23.1,1.6,9.2,87,3.47,Cerro_Paraiso,-2.12,-79.95
2023-04-08,30.1,23.2,8.9,6.5,85,3.78,Cerro_Paraiso,-2.12,-79.95
2023-04-09,30.2,24.3,9.4,6.6,86,3.44,Cerro_Paraiso,-2.12,-79.95
2023-04-10,29.9,23.4,18.5,10.9,88,2.87,Cerro_Paraiso,-2.12,-79.95
2023-04-11,30.6,22.4,16.8,11.6,86,4.31,Cerro_Paraiso,-2.12,-79.95
2023-04-12,29.0,23.9,34.5,9.4,89,3.02,Cerro_Paraiso,-2.12,-79.95
2023-04-13,30.0,23.6,41.3,12.7,88,3.49,Cerro_Paraiso,-2.12,-79.95
2023-04-14,30.0,23.6,46.9,9.6,88,3.3,Cerro_Paraiso,-2.12,-79.95
2023-04-15,30.4,23.1,55.4,11.5,90,3.46,Cerro_Paraiso,-2.12,-79.95
2023-04-16,29.5,23.3,30.8,6.7,90,3.21,Cerro_Paraiso,-2.12,-79.95
2023-04-17,29.8,23.2,12.7,8.8,87,3.46,Cerro_Paraiso,-2.12,-79.95
2023-04-18,30.8,23.0,4.7,14.8,84,4.37,Cerro_Paraiso,-2.12,-79.95
2023-04-19,30.0,23.4,25.8,8.1,89,3.42,Cerro_Paraiso,-2.12,-79.95
2023-04-20,30.0,23.4,21.1,6.7,90,3.14,Cerro_Paraiso,-2.12,-79.95
2023-04-21,29.8,23.4,6.3,6.4,85,3.79,Cerro_Paraiso,-2.12,-79.95
2023-04-22,29.4,23.5,36.1,17.3,88,2.77,Cerro_Paraiso,-2.12,-79.95
2023-04-23,27.2,22.8,34.9,8.0,89,1.93,Cerro_Paraiso,-2.12,-79.95
2023-04-24,31.5,21.9,0.0,11.8,80,4.52,Cerro_Paraiso,-2.12,-79.95
2023-04-25,30.7,23.5,14.2,7.6,84,3.94,Cerro_Paraiso,-2.12,-79.95
2023-04-26,29.6,23.2,16.7,9.3,88,3.08,Cerro_Paraiso,-2.12,-79.95
2023-04-27,31.0,22.5,22.7,8.0,86,3.74,Cerro_Paraiso,-2.12,-79.95
2023-04-28,30.2,23.5,39.6,10.0,88,3.1,Cerro_Paraiso,-2.12,-79.95
2023-04-29,30.5,23.0,22.5,10.1,88,4.19,Cerro_Paraiso,-2.12,-79.95
2023-04-30,29.7,23.3,25.9,8.4,88,3.51,Cerro_Paraiso,-2.12,-79.95
2023-05-01,29.1,23.5,20.9,7.6,85,3.69,Cerro_Paraiso,-2.12,-79.95
2023-05-02,30.4,24.4,11.0,8.7,84,3.56,Cerro_Paraiso,-2.12,-79.95
2023-05-03,30.1,24.5,10.1,6.0,85,3.5,Cerro_Paraiso,-2.12,-79.95
2023-05-04,30.5,24.2,2.4,6.8,86,3.61,Cerro_Paraiso,-2.12,-79.95
2023-05-05,29.6,25.0,4.5,9.5,86,3.12,Cerro_Paraiso,-2.12,-79.95
2023-05-06,31.1,24.2,2.7,9.3,85,3.97,Cerro_Paraiso,-2.12,-79.95
2023-05-07,29.6,24.9,6.5,11.3,87,3.5,Cerro_Paraiso,-2.12,-79.95
2023-05-08,31.7,24.6,1.9,10.4,82,3.9,Cerro_Paraiso,-2.12,-79.95
2023-05-09,29.1,25.2,10.1,10.2,85,2.83,Cerro_Paraiso,-2.12,-79.95
2023-05-10,29.4,24.4,23.3,10.0,89,2.68,Cerro_Paraiso,-2.12,-79.95
2023-05-11,29.5,23.8,14.7,9.4,89,2.99,Cerro_Paraiso,-2.12,-79.95
2023-05-12,30.4,24.0,6.7,7.1,87,3.47,Cerro_Paraiso,-2.12,-79.95
2023-05-13,29.3,24.6,11.9,10.6,86,2.96,Cerro_Paraiso,-2.12,-79.95
2023-05-14,30.0,23.3,2.3,9.7,86,2.63,Cerro_Paraiso,-2.12,-79.95
2023-05-15,29.8,24.8,16.6,12.7,85,3.07,Cerro_Paraiso,-2.12,-79.95
2023-05-16,30.0,24.2,3.8,11.3,84,3.56,Cerro_Paraiso,-2.12,-79.95
2023-05-17,30.0,23.8,0.7,10.5,84,3.78,Cerro_Paraiso,-2.12,-79.95
2023-05-18,29.7,24.6,2.6,10.8,83,3.76,Cerro_Paraiso,-2.12,-79.95
2023-05-19,30.9,23.7,13.6,10.1,84,3.67,Cerro_Paraiso,-2.12,-79.95
2023-05-20,30.5,23.9,0.7,13.0,82,3.84,Cerro_Paraiso,-2.12,-79.95
2023-05-21,29.5,24.1,3.8,12.1,83,2.92,Cerro_Paraiso,-2.12,-79.95
2023-05-22,29.9,23.6,10.5,9.4,84,3.56,Cerro_Paraiso,-2.12,-79.95
2023-05-23,29.2,23.6,5.6,8.9,87,2.81,Cerro_Paraiso,-2.12,-79.95
2023-05-24,28.9,24.2,11.5,10.9,85,2.96,Cerro_Paraiso,-2.12,-79.95
2023-05-25,29.1,24.1,1.6,10.7,83,3.15,Cerro_Paraiso,-2.12,-79.95
2023-05-26,30.8,22.5,2.4,10.8,81,3.82,Cerro_Paraiso,-2.12,-79.95
2023-05-27,28.0,24.6,9.1,9.0,86,2.17,Cerro_Paraiso,-2.12,-79.95
2023-05-28,29.2,23.5,14.6,7.6,87,2.98,Cerro_Paraiso,-2.12,-79.95
2023-05-29,28.9,23.8,17.7,12.4,88,3.42,Cerro_Paraiso,-2.12,-79.95
2023-05-30,30.6,22.5,0.7,11.2,82,3.92,Cerro_Paraiso,-2.12,-79.95
2023-05-31,28.9,23.4,6.9,9.0,83,3.13,Cerro_Paraiso,-2.12,-79.95
2023-06-01,29.4,23.5,2.2,6.8,84,3.24,Cerro_Paraiso,-2.12,-79.95
2023-06-02,30.8,23.8,1.0,10.7,83,3.37,Cerro_Paraiso,-2.12,-79.95
2023-06-03,29.7,24.3,5.5,11.5,85,3.35,Cerro_Paraiso,-2.12,-79.95
2023-06-04,30.2,24.0,7.9,10.9,86,2.93,Cerro_Paraiso,-2.12,-79.95
2023-06-05,30.1,24.1,0.5,10.7,83,3.2,Cerro_Paraiso,-2.12,-79.95
2023-06-06,28.1,24.4,15.5,8.6,86,2.28,Cerro_Paraiso,-2.12,-79.95
2023-06-07,28.3,23.8,2.0,14.0,84,2.95,Cerro_Paraiso,-2.12,-79.95
2023-06-08,28.5,23.0,40.9,8.1,89,2.7,Cerro_Paraiso,-2.12,-79.95
2023-06-09,29.2,23.4,5.6,6.4,86,2.83,Cerro_Paraiso,-2.12,-79.95
2023-06-10,29.6,23.1,2.9,10.7,85,3.35,Cerro_Paraiso,-2.12,-79.95
2023-06-11,29.0,24.4,4.4,9.0,87,2.76,Cerro_Paraiso,-2.12,-79.95
2023-06-12,29.0,23.7,0.5,9.7,85,3.32,Cerro_Paraiso,-2.12,-79.95
2023-06-13,29.2,24.2,2.0,11.5,82,3.34,Cerro_Paraiso,-2.12,-79.95
2023-06-14,29.6,22.9,0.1,12.2,81,3.79,Cerro_Paraiso,-2.12,-79.95
2023-06-15,29.5,22.8,1.8,9.2,84,2.85,Cerro_Paraiso,-2.12,-79.95
2023-06-16,28.0,23.4,0.1,11.3,84,2.91,Cerro_Paraiso,-2.12,-79.95
2023-06-17,29.1,23.4,0.0,9.6,81,3.75,Cerro_Paraiso,-2.12,-79.95
2023-06-18,29.6,21.9,0.0,14.8,82,4.18,Cerro_Paraiso,-2.12,-79.95
2023-06-19,29.7,24.0,0.2,9.3,81,3.57,Cerro_Paraiso,-2.12,-79.95
2023-06-20,28.4,23.6,0.3,13.0,81,3.43,Cerro_Paraiso,-2.12,-79.95
2023-06-21,29.0,22.2,0.0,15.3,79,3.67,Cerro_Paraiso,-2.12,-79.95
2023-06-22,29.5,22.2,0.0,14.2,78,3.74,Cerro_Paraiso,-2.12,-79.95
2023-06-23,29.0,22.6,0.1,12.7,79,3.44,Cerro_Paraiso,-2.12,-79.95
2023-06-24,28.4,22.7,0.4,13.4,81,3.42,Cerro_Paraiso,-2.12,-79.95
2023-06-25,29.4,22.8,1.6,12.2,79,3.78,Cerro_Paraiso,-2.12,-79.95
2023-06-26,30.5,22.3,0.0,11.2,79,3.71,Cerro_Paraiso,-2.12,-79.95
2023-06-27,28.6,23.4,1.4,13.0,82,2.92,Cerro_Paraiso,-2.12,-79.95
2023-06-28,30.9,23.6,0.0,10.9,80,3.46,Cerro_Paraiso,-2.12,-79.95
2023-06-29,29.0,23.9,0.0,14.0,78,2.88,Cerro_Paraiso,-2.12,-79.95
2023-06-30,30.9,22.5,0.0,10.2,76,3.73,Cerro_Paraiso,-2.12,-79.95
2023-07-01,30.1,22.9,0.1,10.9,76,3.39,Cerro_Paraiso,-2.12,-79.95
2023-07-02,30.2,23.5,0.9,7.4,78,3.36,Cerro_Paraiso,-2.12,-79.95
2023-07-03,29.8,23.8,2.0,10.0,83,3.13,Cerro_Paraiso,-2.12,-79.95
2023-07-04,30.3,23.0,1.0,11.3,81,3.71,Cerro_Paraiso,-2.12,-79.95
2023-07-05,31.8,22.2,9.8,14.2,82,3.9,Cerro_Paraiso,-2.12,-79.95
2023-07-06,31.9,23.0,2.3,13.1,81,3.72,Cerro_Paraiso,-2.12,-79.95
2023-07-07,30.6,23.5,1.8,10.9,83,3.49,Cerro_Paraiso,-2.12,-79.95
2023-07-08,29.4,22.6,1.1,10.4,85,2.55,Cerro_Paraiso,-2.12,-79.95
2023-07-09,30.9,22.5,0.9,11.5,82,3.48,Cerro_Paraiso,-2.12,-79.95
2023-07-10,29.8,23.8,5.3,11.5,82,3.1,Cerro_Paraiso,-2.12,-79.95
2023-07-11,31.0,23.5,0.2,13.8,80,3.34,Cerro_Paraiso,-2.12,-79.95
2023-07-12,31.0,23.6,0.0,10.9,79,3.16,Cerro_Paraiso,-2.12,-79.95
2023-07-13,31.2,23.5,0.3,12.8,78,3.69,Cerro_Paraiso,-2.12,-79.95
2023-07-14,28.3,24.0,0.3,12.2,79,2.62,Cerro_Paraiso,-2.12,-79.95
2023-07-15,30.5,23.8,1.1,10.7,78,3.29,Cerro_Paraiso,-2.12,-79.95
2023-07-16,30.1,23.1,0.2,14.3,78,3.13,Cerro_Paraiso,-2.12,-79.95
2023-07-17,31.6,23.2,0.6,10.8,77,3.68,Cerro_Paraiso,-2.12,-79.95
2023-07-18,32.3,23.8,0.0,13.8,76,3.99,Cerro_Paraiso,-2.12,-79.95
2023-07-19,30.8,23.5,0.0,13.4,76,3.86,Cerro_Paraiso,-2.12,-79.95
2023-07-20,31.6,23.2,0.0,13.1,75,3.34,Cerro_Paraiso,-2.12,-79.95
2023-07-21,32.8,22.9,0.3,12.3,74,4.27,Cerro_Paraiso,-2.12,-79.95
2023-07-22,29.9,23.2,1.3,14.1,78,3.5,Cerro_Paraiso,-2.12,-79.95
2023-07-23,30.8,23.4,0.0,12.3,76,3.22,Cerro_Paraiso,-2.12,-79.95
2023-07-24,31.0,22.3,0.2,15.6,75,3.83,Cerro_Paraiso,-2.12,-79.95
2023-07-25,31.5,22.1,0.0,12.8,73,4.15,Cerro_Paraiso,-2.12,-79.95
2023-07-26,32.2,22.5,0.0,13.8,72,4.25,Cerro_Paraiso,-2.12,-79.95
2023-07-27,30.0,22.6,0.0,12.0,74,3.46,Cerro_Paraiso,-2.12,-79.95
2023-07-28,31.4,22.5,0.0,14.3,74,3.4,Cerro_Paraiso,-2.12,-79.95
2023-07-29,30.3,22.5,0.0,12.8,73,4.16,Cerro_Paraiso,-2.12,-79.95
2023-07-30,32.9,22.2,0.0,15.8,72,4.22,Cerro_Paraiso,-2.12,-79.95
2023-07-31,32.9,22.1,0.0,13.7,72,4.85,Cerro_Paraiso,-2.12,-79.95
2023-08-01,32.8,21.9,0.0,14.8,72,4.36,Cerro_Paraiso,-2.12,-79.95
2023-08-02,29.2,23.2,0.0,12.9,75,2.92,Cerro_Paraiso,-2.12,-79.95
2023-08-03,33.1,22.2,0.0,15.8,73,4.16,Cerro_Paraiso,-2.12,-79.95
2023-08-04,31.2,22.6,0.0,14.8,73,3.75,Cerro_Paraiso,-2.12,-79.95
2023-08-05,32.1,22.5,0.0,16.5,71,4.52,Cerro_Paraiso,-2.12,-79.95
2023-08-06,33.2,21.9,0.0,12.9,69,4.35,Cerro_Paraiso,-2.12,-79.95
2023-08-07,31.1,22.1,0.0,15.9,72,3.94,Cerro_Paraiso,-2.12,-79.95
2023-08-08,29.6,22.0,0.0,13.8,75,3.23,Cerro_Paraiso,-2.12,-79.95
2023-08-09,31.6,22.2,0.0,15.8,73,3.98,Cerro_Paraiso,-2.12,-79.95
2023-08-10,33.0,21.6,0.0,20.1,71,4.72,Cerro_Paraiso,-2.12,-79.95
2023-08-11,32.5,21.8,0.0,15.5,71,4.18,Cerro_Paraiso,-2.12,-79.95
2023-08-12,32.0,21.8,0.0,18.9,71,4.49,Cerro_Paraiso,-2.12,-79.95
2023-08-13,33.0,22.5,0.0,16.0,68,4.39,Cerro_Paraiso,-2.12,-79.95
2023-08-14,31.6,22.2,0.1,13.0,71,4.14,Cerro_Paraiso,-2.12,-79.95
2023-08-15,30.1,22.5,0.3,13.1,73,3.04,Cerro_Paraiso,-2.12,-79.95
2023-08-16,32.7,21.9,0.0,15.3,70,4.48,Cerro_Paraiso,-2.12,-79.95
2023-08-17,32.3,22.1,0.0,17.0,72,4.34,Cerro_Paraiso,-2.12,-79.95
2023-08-18,30.0,22.4,0.0,14.8,71,3.56,Cerro_Paraiso,-2.12,-79.95
2023-08-19,30.2,22.0,0.0,13.6,72,3.07,Cerro_Paraiso,-2.12,-79.95
2023-08-20,32.1,22.4,0.4,15.9,71,4.2,Cerro_Paraiso,-2.12,-79.95
2023-08-21,33.0,22.3,0.8,14.3,71,4.63,Cerro_Paraiso,-2.12,-79.95
2023-08-22,31.0,22.9,0.1,13.7,73,3.6,Cerro_Paraiso,-2.12,-79.95
2023-08-23,31.6,22.6,0.0,9.2,70,3.48,Cerro_Paraiso,-2.12,-79.95
2023-08-24,33.8,22.4,0.1,15.3,71,4.43,Cerro_Paraiso,-2.12,-79.95
2023-08-25,31.1,23.7,0.2,12.7,71,3.38,Cerro_Paraiso,-2.12,-79.95
2023-08-26,30.8,23.1,0.0,13.9,71,3.94,Cerro_Paraiso,-2.12,-79.95
2023-08-27,33.2,21.6,0.0,17.6,69,5.16,Cerro_Paraiso,-2.12,-79.95
2023-08-28,34.0,21.9,0.0,17.3,68,4.71,Cerro_Paraiso,-2.12,-79.95
2023-08-29,34.5,21.5,0.0,14.3,68,5.24,Cerro_Paraiso,-2.12,-79.95
2023-08-30,32.6,22.1,0.0,18.2,71,4.38,Cerro_Paraiso,-2.12,-79.95
2023-08-31,31.6,22.6,0.0,16.7,67,4.24,Cerro_Paraiso,-2.12,-79.95
2023-09-01,33.8,22.2,0.0,19.1,69,5.28,Cerro_Paraiso,-2.12,-79.95
2023-09-02,32.9,23.0,0.0,17.7,69,4.82,Cerro_Paraiso,-2.12,-79.95
2023-09-03,32.8,22.6,0.0,17.3,70,4.32,Cerro_Paraiso,-2.12,-79.95
2023-09-04,32.7,22.6,0.0,14.6,68,3.99,Cerro_Paraiso,-2.12,-79.95
2023-09-05,31.4,22.9,0.0,15.8,73,3.38,Cerro_Paraiso,-2.12,-79.95
2023-09-06,32.2,22.9,0.0,17.7,70,4.24,Cerro_Paraiso,-2.12,-79.95
2023-09-07,34.2,21.6,0.0,19.4,70,4.76,Cerro_Paraiso,-2.12,-79.95
2023-09-08,30.0,21.7,0.0,16.9,71,3.65,Cerro_Paraiso,-2.12,-79.95
2023-09-09,33.5,20.9,0.0,19.8,70,5.51,Cerro_Paraiso,-2.12,-79.95
2023-09-10,34.0,21.3,0.0,18.5,66,5.4,Cerro_Paraiso,-2.12,-79.95
2023-09-11,31.4,21.5,0.0,19.0,69,4.54,Cerro_Paraiso,-2.12,-79.95
2023-09-12,32.7,21.6,0.0,19.0,69,5.14,Cerro_Paraiso,-2.12,-79.95
2023-09-13,33.5,21.5,0.0,19.6,68,5.76,Cerro_Paraiso,-2.12,-79.95
2023-09-14,30.8,22.3,0.0,16.1,68,3.69,Cerro_Paraiso,-2.12,-79.95
2023-09-15,31.5,22.0,0.0,16.9,68,4.17,Cerro_Paraiso,-2.12,-79.95
2023-09-16,31.5,23.0,0.0,13.9,67,3.83,Cerro_Paraiso,-2.12,-79.95
2023-09-17,33.7,22.7,0.0,18.5,68,5.31,Cerro_Paraiso,-2.12,-79.95
2023-09-18,33.6,22.2,0.0,17.6,67,4.42,Cerro_Paraiso,-2.12,-79.95
2023-09-19,31.2,22.8,0.0,17.7,70,3.89,Cerro_Paraiso,-2.12,-79.95
2023-09-20,31.0,21.8,0.0,19.6,71,4.51,Cerro_Paraiso,-2.12,-79.95
2023-09-21,33.5,21.6,0.0,21.1,68,5.05,Cerro_Paraiso,-2.12,-79.95
2023-09-22,32.8,22.1,0.0,18.1,67,5.42,Cerro_Paraiso,-2.12,-79.95
2023-09-23,34.2,21.5,0.0,19.9,70,5.18,Cerro_Paraiso,-2.12,-79.95
2023-09-24,32.2,22.0,0.0,16.0,67,3.87,Cerro_Paraiso,-2.12,-79.95
2023-09-25,33.8,22.1,0.0,18.2,68,5.46,Cerro_Paraiso,-2.12,-79.95
2023-09-26,33.8,22.2,0.0,18.7,65,5.41,Cerro_Paraiso,-2.12,-79.95
2023-09-27,33.3,22.0,0.0,21.4,68,5.25,Cerro_Paraiso,-2.12,-79.95
2023-09-28,34.7,21.6,0.7,16.6,66,5.8,Cerro_Paraiso,-2.12,-79.95
2023-09-29,35.0,22.5,0.0,16.2,66,4.99,Cerro_Paraiso,-2.12,-79.95
2023-09-30,31.0,22.6,0.0,16.5,70,4.05,Cerro_Paraiso,-2.12,-79.95
2023-10-01,31.9,23.0,0.0,14.7,66,4.66,Cerro_Paraiso,-2.12,-79.95
2023-10-02,32.8,23.0,0.1,18.0,66,4.89,Cerro_Paraiso,-2.12,-79.95
2023-10-03,32.2,22.5,0.0,15.5,67,5.01,Cerro_Paraiso,-2.12,-79.95
2023-10-04,34.8,22.0,0.0,18.6,66,5.17,Cerro_Paraiso,-2.12,-79.95
2023-10-05,33.0,22.1,0.0,14.8,68,3.88,Cerro_Paraiso,-2.12,-79.95
2023-10-06,31.6,22.8,0.0,14.1,67,3.96,Cerro_Paraiso,-2.12,-79.95
2023-10-07,34.8,22.6,0.0,19.6,65,5.44,Cerro_Paraiso,-2.12,-79.95
2023-10-08,35.1,22.5,0.0,17.6,64,5.59,Cerro_Paraiso,-2.12,-79.95
2023-10-09,33.0,23.4,0.0,16.4,66,4.91,Cerro_Paraiso,-2.12,-79.95
2023-10-10,33.7,23.1,0.0,16.6,68,4.71,Cerro_Paraiso,-2.12,-79.95
2023-10-11,33.1,23.0,3.3,19.6,72,4.89,Cerro_Paraiso,-2.12,-79.95
2023-10-12,32.2,23.5,0.0,13.6,69,4.11,Cerro_Paraiso,-2.12,-79.95
2023-10-13,32.0,22.9,0.0,18.1,72,4.35,Cerro_Paraiso,-2.12,-79.95
2023-10-14,32.0,22.7,0.1,13.4,71,4.59,Cerro_Paraiso,-2.12,-79.95
2023-10-15,30.1,23.1,0.0,14.4,73,3.33,Cerro_Paraiso,-2.12,-79.95
2023-10-16,30.4,23.5,1.6,14.5,74,3.34,Cerro_Paraiso,-2.12,-79.95
2023-10-17,29.8,23.4,3.9,12.1,78,3.29,Cerro_Paraiso,-2.12,-79.95
2023-10-18,32.1,22.4,0.0,14.8,73,4.71,Cerro_Paraiso,-2.12,-79.95
2023-10-19,31.6,23.1,0.0,15.0,71,4.02,Cerro_Paraiso,-2.12,-79.95
2023-10-20,31.0,23.1,0.1,13.0,71,3.84,Cerro_Paraiso,-2.12,-79.95
2023-10-21,30.3,22.9,0.0,13.4,75,3.81,Cerro_Paraiso,-2.12,-79.95
2023-10-22,29.8,23.2,0.4,16.6,76,3.55,Cerro_Paraiso,-2.12,-79.95
2023-10-23,32.0,23.1,0.1,14.1,72,4.49,Cerro_Paraiso,-2.12,-79.95
2023-10-24,32.4,22.5,4.2,12.3,75,4.41,Cerro_Paraiso,-2.12,-79.95
2023-10-25,28.4,23.4,0.8,13.9,80,3.09,Cerro_Paraiso,-2.12,-79.95
2023-10-26,30.0,23.0,2.0,11.2,78,3.68,Cerro_Paraiso,-2.12,-79.95
2023-10-27,29.9,22.8,4.3,16.3,82,3.4,Cerro_Paraiso,-2.12,-79.95
2023-10-28,29.5,22.9,5.5,12.0,84,3.43,Cerro_Paraiso,-2.12,-79.95
2023-10-29,28.6,21.5,0.2,9.9,81,3.31,Cerro_Paraiso,-2.12,-79.95
2023-10-30,31.9,22.1,0.4,13.4,76,4.89,Cerro_Paraiso,-2.12,-79.95
2023-10-31,30.7,23.0,7.3,10.6,82,3.55,Cerro_Paraiso,-2.12,-79.95
